case,normalized_centerline_position,smoothed_diameter_px,reference_diameter_px
V09,0.5212978642131364,11.404401779174805,11.886470988157884
V09,0.5237943250854185,11.415702819824219,11.872216445448629
V09,0.525559589497176,11.421204566955566,11.862136961636203
V09,0.5273248539089335,11.274724960327148,11.852057477823775
V09,0.5298213147812155,11.2842378616333,11.83780293511452
V09,0.531586579192973,11.34190559387207,11.827723451302095
V09,0.5333518436047305,11.399429321289062,11.81764396748967
V09,0.5358483044770125,11.44510555267334,11.803389424780415
V09,0.53761356888877,11.398491859436035,11.793309940967989
V09,0.5393788333005275,11.417559623718262,11.783230457155561
V09,0.5418752941728096,11.45246696472168,11.768975914446308
V09,0.5436405585845671,11.442237854003906,11.75889643063388
V09,0.5454058229963246,11.464497566223145,11.748816946821453
V09,0.5479022838686066,11.550661087036133,11.7345624041122
V09,0.5496675482803641,11.492918968200684,11.724482920299772
V09,0.5521640091526462,11.548920631408691,11.71022837759052
V09,0.5539292735644037,11.541458129882812,11.700148893778092
V09,0.5556945379761612,11.47053337097168,11.690069409965666
V09,0.5581909988484433,11.482976913452148,11.675814867256411
V09,0.5599562632602008,11.498672485351562,11.665735383443984
V09,0.5624527241324828,11.41884994506836,11.651480840734731
V09,0.5642179885442403,11.421757698059082,11.641401356922303
V09,0.5667144494165223,11.427279472351074,11.62714681421305
V09,0.5684797138282798,11.356109619140625,11.617067330400623
V09,0.5709761747005618,11.382194519042969,11.60281278769137
V09,0.5727414391123193,11.384885787963867,11.592733303878942
V09,0.5752378999846014,11.393475532531738,11.578478761169688
V09,0.5777343608568835,11.409102439880371,11.564224218460435
V09,0.579499625268641,11.352459907531738,11.554144734648009
V09,0.581996086140923,11.352056503295898,11.539890191938754
V09,0.5844925470132051,11.3591890335083,11.5256356492295
V09,0.5869890078854871,11.374996185302734,11.511381106520245
V09,0.5887542722972446,11.399575233459473,11.50130162270782
V09,0.5912507331695266,11.43655776977539,11.487047079998565
